ram_usage,cpu_utilization,network_bandwidth,io_bandwidth
56.26,53.12,1915.66,64100.11
52.11,72.2,1915.66,64100.15
50.87,49.63,1915.66,64100.17
66.8,78.48,1915.66,64100.17
54.43,88.06,1915.66,64100.18
35.77,64.34,1915.66,64100.2
47.67,45.68,1915.67,64100.48
56.23,14.36,1915.67,64100.49
60.27,39.82,1915.68,64100.53
84.71,42.35,1915.69,64101.34
94.23,11.08,1915.69,64101.56
77.8,56.64,1915.69,64101.71
54.63,7.26,1915.69,64101.76
75.73,75.35,1915.69,64101.83
75.89,31.08,1915.7,64101.85
88.77,69.18,1915.7,64101.85
72.89,2.04,1915.71,64101.96
80.28,12.11,1915.71,64101.99
94.12,89.3,1915.71,64102.31
74.68,10.48,1915.71,64102.31
91.38,65.03,1915.72,64102.37
90.84,81.4,1915.72,64102.71
92.41,35.21,1915.73,64102.72
83.86,69.6,1915.73,64102.79
79.15,31.97,1915.73,64108.17
62.37,75.79,1915.73,64108.93
75.28,64.38,1915.74,64110.22
63.43,68.26,1915.74,64110.31
79.39,73.64,1915.74,64110.55
84.74,27.58,1915.74,64110.7
64.02,76.49,1915.74,64110.76
70.8,6.56,1915.74,64110.93
63.97,46.66,1915.75,64110.95
71.86,18.02,1915.75,64111
89.74,11.93,1915.75,64111.13
83.09,59.34,1915.75,64111.45
82.99,74.32,1915.75,64111.55
65.97,66.49,1915.75,64111.63
50.27,43.32,1915.75,64111.77
50.5,2.7,1915.75,64111.97
71.36,34.37,1915.75,64112.01
84.72,70.33,1915.75,64112.02
93.34,16.29,1915.75,64112.05
83.49,84.72,1915.76,64112.05
67.62,72.6,1915.76,64113.12
86.95,11.48,1915.76,64113.33
78.09,53.37,1915.76,64113.52
89.96,24.33,1915.76,64113.56
84.54,45.27,1915.76,64113.62
66.27,35.11,1915.76,64113.62
46.12,13.95,1915.76,64113.66
43.15,62.68,1915.76,64114.05
28.51,39.73,1915.76,64114.06
46.17,55.56,1915.76,64114.07
69.02,77.42,1915.76,64114.09
59.57,75.1,1915.76,64114.32
64.08,10.77,1915.76,64114.9
45.83,36.16,1915.77,64114.93
36.62,48.59,1915.79,64118.58
31.63,47.81,1915.79,64136.45
39.49,19.47,1915.8,64136.56
26.85,76.87,1915.8,64136.59
23.95,60.13,1915.8,64136.59
25.1,57.72,1915.8,64136.62
46.39,23.2,1915.31,64136.94
34.15,19.84,1915.82,64137.15
49.84,42.21,1915.82,64137.15
26.78,76.8,1915.83,64137.17
33.36,81.83,1915.83,64137.44
65.19,58.9,1915.83,64137.49
72.09,4.36,1915.83,64137.49
79.91,30.02,1915.83,64137.53
93.7,75.41,1915.84,64137.55
71.54,8.62,1915.84,64137.93
82.97,74.79,1915.84,64137.94
89.68,52.65,1915.86,64138.05
76.36,38.5,1915.86,64138.13
62.02,25.22,1915.86,64138.21
68.88,41.38,1915.86,64138.27
91.27,51.77,1915.87,64138.36
83.67,37.44,1915.87,64138.59
91.26,58.96,1915.87,64138.62
93.69,64.33,1915.87,64139.08
75.99,10.27,1915.89,64139.55
85.84,17.36,1915.9,64139.74
63.73,39.47,1915.91,64139.79
57.15,87.47,1915.91,64140.02
62.01,12.13,1915.91,64140.35
78.19,57.74,1915.91,64140.4
70.42,6.76,1915.91,64140.44
74.04,4.46,1915.91,64140.45
83.51,8.58,1915.91,64140.48
74.58,45.74,1915.91,64140.49
61.84,53.68,1915.94,64140.77
60.46,86.1,1915.95,64141.2
38.11,55.49,1915.95,64141.25
49.68,28.31,1915.95,64141.43
69.6,82.58,1915.95,64141.51
52.7,12.25,1915.95,64141.92
48.31,10.69,1915.95,64141.98
40.34,51.24,1915.96,64141.99
42.95,38.26,1915.98,64142.16
45.13,45.8,1916.03,64142.67
65.98,39.21,1916.04,64144.23
44.11,69.57,1916.08,64144.51
52.92,38.71,1916.11,64144.98
29.39,41.95,1916.11,64145.14
25.24,2.29,1916.11,64145.2
44.68,14.72,1916.11,64145.3
46.78,25.7,1916.11,64145.41
34.26,10.33,1916.11,64145.41
25.68,8.04,1916.11,64145.44
26.57,14.23,1916.11,64145.48
61.41,26.21,1916.15,64145.48
66.2,77.79,1916.19,64145.93
84.58,18.24,1916.2,64146.33
64.87,7.54,1916.2,64147
70.48,7.16,1916.22,64147.09
93.31,27.82,1916.22,64147.19
79.36,53.09,1916.22,64147.29
85.33,50.63,1916.22,64147.74
90.91,21,1916.22,64148.25
94.47,24.99,1916.24,64148.3
78.86,84.1,1916.24,64148.5
60.63,43.34,1916.24,64148.61
62.93,42.9,1916.25,64148.64
55.43,34.04,1916.25,64148.64
34.23,22.97,1916.25,64148.91
43.57,6.79,1916.25,64148.94
57.24,68.84,1916.89,64148.99
36.39,83.96,1916.89,64149.15
42.33,51.8,1916.89,64149.21
22.07,22.25,1916.89,64149.28
37.29,43.28,1916.89,64149.34
20.24,45.62,1916.27,64149.47
28.73,59.77,1916.27,64149.61
61.7,77.59,1916.27,64149.66
71.09,31.66,1916.27,64149.8
74.84,68.29,1916.27,64149.98
82.21,32.07,1916.27,64150.07
75.26,31.38,1916.27,64150.09
83.67,56.83,1916.28,64150.12
71.7,55.11,1916.28,64150.12
80.51,21.56,1916.28,64151.25
92.01,6.78,1916.28,64151.42
85.18,28.77,1916.28,64151.56
65.61,5.19,1916.28,64152.15
79.89,76.19,1916.28,64152.15
58.22,27.77,1916.28,64152.16
76.54,40.48,1916.28,64152.18
60.28,12.8,1916.28,64152.89
82.92,6.48,1916.29,64153.59
62.16,25.65,1916.29,64153.76
51.14,86.65,1916.29,64153.91
74.41,27.73,1916.29,64153.93
82.71,78.08,1916.29,64153.94
93.45,63.59,1916.29,64153.97
73.27,31.78,1916.29,64154.13
57.97,48.38,1916.29,64186.19
67.34,13.8,1916.29,64186.22
43.79,69.56,1916.29,64186.23
44.72,3.11,1916.29,64186.48
51.54,60.23,1916.3,64186.51
60.86,87.89,1916.3,64188.55
51.61,82.38,1916.3,64188.55
29.35,64.47,1916.3,64188.71
55.4,76.18,1916.3,64188.74
72.31,65.08,1916.3,64188.88
65.51,63.37,1916.3,64188.88
84.35,39.84,1916.3,64188.9
62.35,61.98,1916.3,64189.1
71.13,8.68,1916.3,64189.11
89.46,3.95,1916.31,64189.12
74.95,20.93,1916.31,64189.48
89.68,80.12,1916.31,64189.51
82.53,41.43,1916.31,64189.56
79.09,67.51,1916.34,64189.66
54.32,85.09,1916.34,64189.66
53.85,13.7,1916.34,64189.68
39.82,70.69,1916.36,64189.91
53.87,49.14,1916.36,64190.14
31.82,2.82,1916.36,64190.15
23.43,49.67,1916.36,64190.22
46.08,58.03,1916.36,64190.24
59.09,15.53,1916.36,64190.28
56.79,67.13,1916.36,64190.48
45.4,68.71,1916.36,64191.54
67.69,68.25,1916.38,64191.56
69.2,52.01,1916.38,64191.62
75.36,48.92,1916.38,64191.62
76.17,20.87,1916.38,64191.65
53.54,84.93,1916.38,64191.67
64.99,16.18,1916.38,64191.74
70.5,57.97,1916.39,64192
88.83,43.1,1916.39,64192
91.72,10.99,1916.4,64192.08
77.11,55.8,1916.4,64192.35
66.32,21.95,1916.4,64192.39
90.9,10.4,1916.4,64192.4
87.77,16.19,1916.4,64192.56
78.55,76.16,1916.4,64192.57
91.13,82.21,1916.41,64192.73
94.85,43.36,1916.41,64192.74
79.34,37.34,1916.41,64192.77
93.3,21.06,1916.41,64193.02
87.99,63.1,1916.41,64193.24
67.35,20.27,1916.41,64193.59
57.94,60.53,1916.41,64193.62
80.1,42.79,1916.41,64193.73
90.88,55.22,1916.45,64194.32
67.17,47.01,1916.45,64194.4
65.61,76.59,1916.45,64194.47
88.57,32.77,1916.48,64194.51
84.75,60.45,1916.48,64194.67
70.54,57.9,1916.48,64194.69
90.98,43.59,1916.49,64194.75
92.02,67.52,1916.49,64194.8
88.69,29.41,1916.49,64195.09
82.04,70.35,1916.49,64195.24
58.76,40.22,1916.49,64195.24
74.15,5.2,1916.5,64195.32
79.67,8.81,1916.5,64195.35
55.42,40.27,1916.5,64195.43
45.67,51.08,1916.5,64195.44
41.85,24.63,1916.5,64195.65
25.57,9.83,1916.5,64195.66
24.26,59.49,1916.5,64195.69
47.2,88.06,1916.5,64195.71
58.42,60.76,1916.51,64195.72
59.85,26.1,1916.51,64195.84
58.55,35.72,1916.51,64196.95
78.05,88.61,1916.51,64196.99
65.49,73.47,1916.51,64197.03
56.44,2.03,1916.51,64197.28
34.61,55.5,1916.53,64197.57
22.79,78.48,1916.53,64197.6
44.26,8.78,1916.54,64197.64
62.43,50.17,1916.56,64197.86
59.19,86.52,1916.56,64197.91
79.93,27.14,1916.56,64197.96
72.65,65.33,1916.56,64197.96
71,39.09,1916.57,64198.01
93.7,59.15,1916.57,64198.04
75.03,63.49,1916.58,64198.07
84.69,60.82,1916.58,64198.46
90.03,44.42,1916.59,64198.48
72.85,62.71,1916.59,64198.52
64.42,8.12,1916.59,64198.62
70.23,72.56,1916.59,64199.25
57.62,31.79,1916.59,64199.89
66.8,40.93,1916.59,64199.29
43.26,38.28,1916.6,64199.36
34.75,20.38,1916.61,64199.45
36.7,60.73,1916.61,64199.46
60.56,56.15,1916.61,64199.48
77.02,26.71,1916.61,64199.7
83.01,32.63,1916.61,64199.73
90.05,3.92,1916.61,64200.57
94.48,37.64,1916.61,64200.67
72.37,24.82,1916.61,64200.7
88.65,30.84,1916.61,64200.71
88.55,30.23,1916.61,64200.8
63.67,64.39,1916.61,64200.31
42.14,5.76,1916.61,64201.16
27.61,24.77,1916.62,64201.38
42.5,47.71,1916.62,64201.56
44.92,82.44,1916.62,64201.59
48.22,46.18,1916.62,64202.1
26.01,41.68,1916.62,64202.25
28.38,86.44,1916.62,64202.34
39.94,71.33,1916.62,64202.35
62.95,22.5,1916.62,64202.31
39.73,36.88,1916.62,64202.82
58.68,22.64,1916.62,64203
47.98,33.44,1916.62,64203
54.32,22.35,1916.62,64203.03
46.52,15.9,1916.62,64203.67
24.68,19.06,1916.62,64203.76
41.72,23.59,1916.62,64204.25
65.84,59.34,1916.62,64204.89
62.97,79.89,1916.63,64204.5
39.94,54.9,1916.63,64204.54
24.74,49.38,1916.63,64204.99
33.55,13.32,1916.63,64205
37.54,24.48,1916.63,64205.02
79.12,59.21,1916.63,64205.53
80.64,17.42,1916.63,64205.53
75.43,77.02,1916.63,64205.62
91.81,64.29,1916.65,64206.13
89.14,26.28,1916.65,64206.28
86.24,20.75,1916.65,64206.69
61.79,40.35,1916.65,64206.7
45.79,57.22,1916.66,64206.82
46.17,79.87,1916.68,64206.92
67.99,6.47,1916.69,64206.95
73.32,69.69,1916.69,64207.2
58.15,12.24,1916.69,64207.2
51.93,40.5,1916.69,64207.31
70.6,68.72,1916.69,64207.32
62.58,33.33,1916.69,64207.37
69.89,16.32,1916.69,64207.44
76.42,9.3,1916.69,64207.45
74.64,79.2,1916.7,64207.79
90.04,60.16,1916.7,64207.83
90.61,77.47,1916.7,64207.86
78.32,9.92,1916.71,64207.96
90.37,44.59,1916.71,64208.06
83.42,15.9,1916.71,64208.12
88,53.25,1916.71,64208.12
79,8.42,1916.71,64208.19
62.94,12.08,1916.72,64208.57
71.97,14.09,1916.73,64208.9
60.46,32.42,1916.73,64208.91
51.1,71.86,1916.73,64208.98
43.87,8.68,1916.73,64209.21
51.06,31.46,1916.73,64209.23
43.03,62.8,1916.73,64209.58
23.31,41.8,1916.73,64209.58
65.19,34.04,1916.73,64209.61
45.71,3.38,1916.74,64209.72
26.22,86.84,1916.74,64210.55
38.61,42.77,1916.74,64210.62
46.42,18.86,1916.74,64210.89
38.69,50.09,1916.74,64211.19
47.06,15.76,1916.74,64211.4
57.32,47.39,1916.74,64211.88
39.46,35.41,1916.74,64212.14
53.32,46,1916.74,64212.27
44.87,37.84,1916.74,64212.38
46.09,85.61,1916.74,64212.58
28.24,61.27,1916.74,64212.64
21.99,18.49,1916.74,64213.09
40.39,3.25,1916.74,64213.46
35.36,3.1,1900.48,63800.03
40.16,4.06,1900.48,63800.12
58.08,88.26,1900.49,63800.31
51.83,71.98,1900.49,63800.47
42.8,53.01,1900.49,63800.54
48.78,47.16,1900.49,63800.58
36.74,39.77,1900.49,63800.58
61.08,87.39,1900.49,63800.7
61.42,7.3,1900.49,63800.73
82.79,27.31,1900.49,63800.9
87.61,2.98,1900.5,63800.98
75.53,37.21,1900.51,63801
70.78,2.6,1900.51,63801.54
72.18,77.52,1900.51,63801.63
83.96,78.62,1900.51,63801.72
77.88,34.73,1900.51,63801.83
72.46,6,1900.51,63801.99
94.36,24.78,1900.51,63802
70.56,57.34,1900.52,63802.04
57.15,23.67,1900.53,63802.25
48.52,53.2,1900.53,63802.43
43.28,25.68,1900.56,63802.56
43.12,7.99,1900.56,63802.68
33.74,45.73,1900.56,63802.69
46.26,5.94,1900.56,63802.87
56.83,21.56,1900.56,63802.99
35.68,24.26,1900.56,63805.12
42.41,3.32,1900.56,63806.84
53.33,79.22,1900.56,63806.86
30.62,25.69,1900.56,63807.55
21.85,76.92,1900.56,63807.57
36.36,76.14,1900.56,63808.89
57.83,21.7,1900.57,63808.35
61.68,22.25,1900.57,63808.39
72.73,75.55,1900.57,63808.47
72.41,33.37,1900.57,63808.49
60.89,13.89,1900.59,63808.64
78.73,29.2,1900.59,63808.77
53.81,45.08,1900.62,63809.14
33.35,82,1900.63,63809.18
55.18,7.09,1900.63,63809.19
40.55,10.56,1900.63,63809.21
55.6,20.09,1900.63,63809.48
65.9,67.02,1900.63,63809.59
80.4,38.12,1900.63,63809.6
74.83,52.38,1900.63,63809.76
82.64,27.59,1900.64,63809.78
83.57,62.09,1900.64,63310.12
59.97,20.28,1900.67,63310.31
76.32,60.78,1900.68,63310.38
57.49,6.05,1900.68,63310.83
79.99,29.19,1900.68,63310.86
62.39,38.34,1900.68,63310.98
81.13,33.46,1900.72,63311.09
87.43,12.7,1900.72,63311.12
65.86,38.19,1900.72,63311.18
69.26,82.16,1900.72,63311.18
47.47,36.8,1900.73,63311.89
53.21,89.24,1900.73,63311.29
54.85,74.42,1900.73,63311.37
34.96,78.47,1900.73,63311.82
29.25,68.51,1900.73,63311.87
26.33,32.52,1900.73,63312.09
26.13,53.62,1900.73,63312.11
27.63,18.57,1900.73,63312.11
32.76,35.97,1900.74,63312.16
35.47,88.53,1900.74,63312.21
26.57,71.69,1900.74,63312.23
69.7,19.92,1900.74,63312.3
51.27,84.42,1900.74,63312.57
51.93,53.71,1900.75,63312.94
53.44,15.2,1900.75,63313.03
74.95,22.91,1900.75,63313.24
53.11,18.97,1900.75,63313.28
64.74,73.78,1900.75,63313.29
84.85,36.02,1900.75,63313.32
70.03,18.97,1900.75,63313.64
65.86,81.37,1900.75,63313.64
84.44,42.26,1900.76,63313.94
93.59,65.82,1900.76,63846.05
91.79,47.67,1900.78,63846.41
74.44,62.86,1900.78,63846.42
88.13,57.4,1900.79,63846.58
89.12,22.02,1900.79,63846.69
83.74,56.65,1900.8,63847.14
82.28,11.77,1900.8,63847.21
69.43,18.1,1900.8,63847.58
76.8,54.16,1900.82,63847.77
61.66,79.2,1900.82,63847.78
65.96,25.76,1900.82,63847.85
64.21,37.38,1900.82,63848.1
53.51,60.77,1900.82,63848.21
75.46,87.92,1900.83,63848.24
82.73,58.35,1900.84,63848.25
58.16,87.61,1900.84,63848.31
62.86,27.57,1900.84,63848.93
55.85,85.18,1900.85,63849.16
64.37,25.7,1900.86,63849.16
52.35,2.16,1900.9,63849.32
47.1,10.39,1900.9,63849.43
30.62,41.37,1900.91,63849.62
21.52,63.72,1900.93,63849.83
36.87,37,1900.94,63849.88
60.13,70.09,1900.94,63849.97
41.1,46.74,1900.94,63850.1
59.16,7.65,1900.94,63850.19
69.4,37.24,1900.94,63850.19
73.99,21.46,1900.94,63850.36
51.02,49.32,1900.94,63850.39
28.03,83.34,1900.95,63850.73
44.12,55.4,1900.95,63850.75
38.82,21.64,1900.95,63850.94
52.41,21.74,1900.95,63850.94
76.92,3.07,1900.95,63851.18
53.08,11.04,1900.95,63851.19
71.89,82.56,1900.95,63851.2
48.21,9.13,1900.95,63851.39
32.83,52.84,1900.95,63851.72
55.26,40.07,1900.95,63851.89
46.05,51,1900.95,63851.98
26.62,14.75,1900.95,63852.04
51.58,61.44,1900.95,63852.13
50.28,30.37,1900.95,63852.14
30.22,60.72,1900.96,63852.16
40.49,53.92,1900.96,63852.18
47.77,66.47,1900.96,63852.28
54.09,66.43,1900.96,63852.35
38.68,81.79,1900.96,63852.48
48.88,46.69,1900.96,63852.85
48.07,49.3,1900.97,63852.98
57.75,44.02,1900.97,63852.98
36.83,45.42,1900.97,63853.02
46.85,5.88,1900.97,63853.21
38.1,47.51,1900.97,63853.42
39.45,63.87,1900.97,63853.75
60.61,33.71,1901.01,63854.44
60.73,22.13,1901.03,63854.7
36,36.19,1901.04,63855.07
46.13,41.69,1901.04,63855.2
60.67,41.58,1901.07,63855.29
42.87,40.05,1901.07,63855.35
52.46,2.04,1901.07,63855.41
46.56,62.07,1901.07,63855.52
54.38,42.97,1901.07,63855.55
45.27,53.89,1901.07,63855.9
29.71,8.97,1901.07,63856.13
36.44,29.44,1901.08,63856.21
53.13,30.01,1901.08,63856.36
30.38,84.32,1901.08,63856.39
51.53,27.1,1901.08,63856.48
73.84,59.78,1901.1,63856.58
84.6,40.29,1901.1,63856.62
86.26,51.58,1901.1,63856.64
72.35,8.04,1901.12,63856.74
73.1,14.08,1901.18,63857.02
80.13,63.27,1901.21,63857.12
74.93,2.88,1901.3,63857.12
76.8,30.87,1901.31,63857.23
80.82,11.49,1901.59,63857.89
56.01,77.97,1901.69,63857.6
78.91,65.51,1901.79,63857.72
83.38,19.86,1901.99,63857.73
73.39,16.83,1902.15,63857.78
51.07,36.18,1902.32,63858.16
43.93,76.57,1902.42,63858.28
51.03,21.26,1902.7,63858.28
71.5,25.04,1902.85,63858.42
56.75,84.55,1903.09,63858.42
51.99,27.56,1903.25,63858.46
40.85,22.52,1903.25,63858.6
36.53,24.2,1903.25,63858.62
58.77,62.52,1903.89,63858.64
74.14,81.9,1903.89,63859.09
49.59,14.12,1903.89,63859.14
58.01,60.69,1903.89,63859.34
63.74,48.83,1903.89,63859.41
81.43,31.14,1903.89,63859.5
78.02,55.87,1903.27,63860.03
57.69,65.27,1903.27,63860.05
44.74,34.3,1903.27,63861.07
65.73,75.92,1903.27,63861.17
87.92,82.58,1903.3,63861.43
74.27,37.19,1903.3,63861.47
61.87,77.51,1903.3,63861.55
49.16,45.13,1903.3,63861.67
44.54,37.13,1903.31,63861.75
36.86,34.79,1903.31,63861.76
24.34,5.23,1903.31,63861.79
31.92,2.69,1903.31,63861.9
33.42,17.47,1903.31,63861.93
53.99,45.52,1903.32,63862.06
72.67,67,1903.33,63862.18
50.72,34.41,1903.33,63862.29
33.19,35.61,1903.33,63862.48
66.58,4.89,1903.33,63862.53
65.64,54.48,1903.33,63862.54
88.84,68.93,1903.33,63862.79
75.46,71.43,1903.35,63862.9
94.57,71.39,1903.36,63862.95
93.86,9.35,1903.36,63862.99
86.18,20.18,1903.36,63864.08
67.07,18.41,1903.37,63864.51
73.11,11.62,1903.43,63864.65
49.49,29.99,1903.44,63864.78
55.92,17.95,1903.44,63864.96
42.34,25.42,1903.44,63865.17
51.75,80.09,1903.44,63865.29
38.99,2.42,1903.44,63865.62
52.71,6.65,1903.45,63865.64
70.59,53.71,1903.46,63866.2
46.26,9.9,1903.46,63866.34
34.07,69.81,1903.48,63866.52
27.79,29.59,1903.48,63866.57
22.31,20.86,1903.49,63866.69
44.47,2.84,1903.49,63866.31
57.13,50.18,1903.49,63866.83
56.04,46.43,1903.49,63866.88
66.56,74.89,1903.5,63866.89
66.45,14.93,1903.5,63867.13
41.87,54.07,1903.5,63867.31
23.5,6.19,1903.5,63867.31
49.68,73.92,1903.5,63868.13
33.63,26.01,1903.5,63868.21
28.03,19.84,1903.51,63868.22
26.16,44.29,1903.52,63868.32
35.03,81.42,1903.53,63868.33
26.12,11.09,1903.58,63868.46
48.23,73.81,1903.65,63868.48
69.29,65.47,1903.74,63868.53
58.74,77.27,1903.82,63868.58
44.82,16.01,1903.94,63868.59
53.95,19.09,1904.01,63868.67
36.71,76.9,1904.02,63868.68
36.97,22.32,1904.02,63868.82
40.76,57.92,1904.02,63869
34.55,22.36,1904.02,63869.29
23.51,36.73,1904.02,63869.58
60.4,13.23,1904.02,63869.61
48.27,67.26,1904.02,63869.66
25.4,74.16,1904.02,63869.69
63.68,78.62,1904.03,63869.92
67.45,17.27,1904.03,63870.05
78.84,4.76,1904.03,63870.17
57.73,48.85,1904.04,63870.18
75.99,46.55,1904.05,63871.21
71.65,68.54,1904.05,63871.33
92.28,53.54,1904.05,63871.36
85.96,45.76,1904.05,63871.38
89.9,35.96,1904.05,63871.69
69.32,25.68,1904.05,63872.09
52.33,79.85,1904.05,63872.62
52.28,19.7,1904.05,63872.69
68.14,65.92,1904.05,63873.07
88.6,75.1,1904.05,63873.08
87.35,26.95,1904.05,63873.17
73.18,5.41,1904.08,63873.27
88.69,84.14,1904.08,63873.28
77.88,40.06,1904.08,63873.31
81.8,44.54,1904.08,63873.74
68.55,5.37,1904.08,63873.78
50.81,69.53,1904.08,63873.88
32.28,46.36,1904.08,63873.89
67.36,30,1904.08,63874
88.87,77.27,1904.08,63874.15
72.39,59.43,1904.08,63874.16
91.78,7.12,1904.08,63874.37
81.89,71.08,1904.09,63874.4
57.73,10.84,1904.09,63847.39
37.47,74.35,1904.14,63877.89
48.73,9.83,1904.19,63887.33
64.71,36.13,1904.4,63887.82
43.76,50.53,1904.89,63888.92
30.52,49.01,1905.24,63889.68
21.8,71.55,1906.05,63890.35
41.75,48.49,1906.63,63891.95
43.1,46.39,1906.88,63892.62
59.41,40.34,1906.92,63893.34
73.53,81.67,1906.94,63894.2
60.47,29.48,1906.94,63894.31
63.46,73.49,1906.94,63895.87
56.32,38.96,1906.95,63896.42
72.14,25.97,1907,63903.54
88.78,49.03,1907.93,63903.96
91.28,22.18,1908.04,63905.04
88.09,89.79,1908.04,63906.94
88.72,46.13,1908.05,63908.24
74.45,87.73,1908.06,63908.73
89.42,3.21,1908.11,63910.69
87.41,85.57,1908.11,63912.06
87.37,22.94,1908.11,63913.09
70.94,4.71,1908.11,63913.14
75.87,60.75,1908.11,63914.72
67.62,24.12,1908.11,63915.02
79.21,36.3,1908.12,63915.67
92.7,85.35,1908.12,63916.05
89.53,32.98,1908.12,63916.23
83.88,40.11,1908.12,63916.68
83.92,60.85,1908.13,63917.12
62.08,81.98,1908.24,63918.43
58.59,39.74,1909.01,63919.73
49.79,20.41,1909.13,63947.39
29.67,25.41,1909.15,63921.7
29.09,24.07,1909.16,63921.94
51.06,7.12,1909.16,63921.98
69.45,7.55,1909.58,63922.31
90.15,61.18,1910.1,63923.19
74.55,48.35,1910.32,63924.24
52.98,74.78,1910.43,63925.65
65.17,75.89,1910.56,63925.31
81.82,88.99,1910.56,63926.19
93.48,44.99,1910.56,63928.13
72.28,28.4,1910.56,63929.14
69.51,45.94,1910.57,63929.15
57.26,58.29,1910.64,63984.59
41.7,64.46,1910.66,63984.86
48.13,8.44,1910.68,63931.02
36,22.01,1910.69,63931.09
58.31,55.36,1910.69,63932.64
71.01,17.47,1910.69,63932.85
78.71,10.32,1910.69,63933.02
58.46,38.13,1910.69,63933.12
44.96,60.84,1910.69,63933.12
26.91,37.31,1910.69,63933.13
29.34,49.86,1910.69,63933.15
61.25,23.92,1910.69,63933.18
66.52,57.13,1910.7,63933.38
90.26,3.37,1910.72,63934.25
67.48,2.46,1910.72,63934.3
64.92,28.75,1910.72,63935.48
79.88,46.54,1910.72,63935.56
66.79,46.17,1910.73,63935.61
90.44,17.51,1910.74,63935.31
77.97,53.53,1910.74,63935.91
85.49,2.89,1910.74,63936.02
92.75,71.13,1910.74,63936.22
69.97,10.08,1910.74,63936.35
91.95,45.89,1910.74,63936.42
79.89,15.42,1910.74,63936.51
71.68,13.65,1910.74,63936.8
84.95,88.79,1910.74,63936.92
82.7,38.56,1910.8,63940.73
85.01,18.64,1912.05,63943.05
63.79,58.96,1912.16,63943.85
60.05,10.53,1912.23,63944.47
69,20.28,1914.2,63954.52
92.6,36.45,1914.21,63956.77
77.35,46.2,1914.21,63969.28
67.67,44.52,1914.21,63969.33
92.51,25.07,1914.21,63980.36
72.45,63.32,1914.21,63986.35
62.53,86.51,1914.21,63995.92
52.36,42.7,1914.22,63995.92
47.6,57.44,1914.22,63999.32
55.95,55.1,1914.22,64001.99
38.84,20.12,1914.22,64005.29
64.81,16.36,1914.22,64005.54
86.53,86.85,1914.23,64007.55
79.99,63.16,1914.23,64009.67
57.51,63.22,1914.23,64011.75
71.34,60.48,1914.23,64012.75
71.75,4.91,1914.24,64012.76
80.17,43.38,1914.24,64013.91
59.32,89.33,1914.24,64015
67.19,84.87,1914.24,64016.06
69.77,73.13,1914.24,64016.29
54.43,30.9,1914.24,64017.19
42.56,3.92,1914.24,64018.11
61.42,8.64,1914.89,64018.65
54.97,44.57,1914.27,64019.16
60.28,23.5,1914.43,64074.36
65.41,73.87,1914.45,64074.83
72.2,48.55,1914.5,64021.19
61.97,52.74,1914.51,64021.79
51.91,63.9,1914.51,64022.11
42.28,61.45,1914.51,64022.75
46.79,84.53,1914.51,64022.9
46.05,41.38,1914.51,64023.21
60.31,33.19,1914.51,64023.32
46.95,40.45,1914.51,64023.47
49.44,40.13,1914.52,64023.54
68.25,41.91,1914.52,64023.54
49.12,51.15,1914.52,64023.74
45.43,75.31,1914.52,64023.92
36.93,85.66,1914.55,64024.54
27.43,23.65,1914.55,64024.61
45.26,84.95,1914.56,64024.62
48.19,40.47,1914.56,64024.78
26.66,47.08,1914.56,64024.79
51.19,9.42,1914.56,64024.86
34.82,50.6,1914.56,64024.88
71.93,60.65,1914.58,64025.27
61.54,88.49,1914.58,64025.36
85.19,43.13,1914.58,64025.58
61.58,43.81,1914.58,64025.65
59.93,24.9,1914.58,64025.66
82.09,3.41,1914.58,64025.9
70.87,23.16,1914.58,64040.63
81.08,58.24,1914.58,64041.1
84.7,29.66,1914.6,64041.2
66.34,60.11,1914.62,64042.21
70.77,42.58,1914.63,64044.51
80.74,4.63,1914.63,64046.99
92.5,75.94,1914.63,64048.02
81.7,19.2,1914.63,64048.02
59.09,14.21,1914.64,64049.1
34.57,57.46,1914.64,64050.3
59.08,50.24,1914.65,64051.5
42.21,38.91,1914.65,64051.5
56.83,13.39,1914.66,64052.07
38.48,17.32,1914.66,64053.57
48.17,3.66,1914.67,64054.51
52.57,63.95,1914.69,64054.52
31.38,89.72,1914.71,64055.14
60.07,51.18,1914.71,64055.56
70.36,51.98,1914.72,64055.91
59.14,16.65,1914.73,64055.93
40.21,24.83,1914.74,64056.02
41.81,30.92,1914.74,64056.07
47.61,7.02,1914.75,64056.08
25.09,34.19,1914.76,64056.09
68.98,60.06,1914.76,64056.12
52.52,37.18,1914.76,64056.16
67.28,71.9,1914.76,64056.35
74.71,34.95,1914.76,64056.37
87.04,36.54,1914.76,64056.39
81.55,71.05,1914.76,64056.52
59.45,85.33,1914.76,64056.69
69.67,3.15,1914.76,64056.76
56.66,53.96,1914.77,64056.93
77,88.18,1914.77,64057.05
69.56,53.87,1914.79,64057.16
71.26,20.94,1914.8,64057.54
75.84,22.44,1914.8,64057.54
71.58,70.74,1914.8,64057.61
73.83,65.16,1914.8,64057.64
64.69,26.69,1914.8,64057.78
86.16,65.33,1914.8,64057.79
88.56,28.64,1914.8,64057.8
67.88,57.19,1914.8,64057.82
64.34,18.78,1914.31,64058.06
48.66,47.01,1914.31,64058.25
58.51,15.03,1914.83,64058.37
78.2,66.63,1914.85,64058.58
79.95,58.98,1914.86,64059.01
91.51,32.32,1914.86,64059.38
74.14,39.56,1914.86,64059.49
